name,sample,x,y,z,timestamp,00:0B:86:96:59:A0,00:0B:86:96:59:A1,00:0B:86:96:59:A2,00:0B:86:96:60:80,00:0B:86:96:60:81,00:0B:86:96:60:82,00:0B:86:96:61:C0,00:0B:86:96:61:C1,00:0B:86:96:61:C2,00:0B:86:96:62:60,00:0B:86:96:62:61,00:0B:86:96:62:62,00:0B:86:96:62:68,00:0B:86:96:62:69,00:0B:86:96:62:6A,00:0B:86:96:63:A0,00:0B:86:96:69:00,00:0B:86:96:69:01,00:0B:86:96:69:02,00:0B:86:96:6F:02,00:0B:86:96:70:C2,00:0B:86:96:75:40,00:0B:86:96:9C:60,00:0B:86:96:9C:61,00:0B:86:96:9C:62,00:0B:86:96:9E:00,00:0B:86:96:A0:41,00:0B:86:96:A0:42,00:11:32:9D:2B:30,00:11:32:9D:30:3A,00:11:32:AD:8C:82,00:11:32:AD:8E:B7,00:11:32:B6:79:9E,00:11:32:B6:7A:25,00:11:32:B6:7A:26,00:11:32:B6:7A:7F,00:11:32:B6:7C:1E,00:11:32:B6:80:33,00:11:32:B6:85:47,00:11:32:B6:85:C9,00:11:32:B6:86:00,00:11:32:B6:87:7C,00:11:32:E3:3A:5B,00:11:32:E3:3A:5C,00:1A:1E:F3:67:A0,00:1D:AA:0F:AC:F8,04:8D:38:04:4E:86,04:8D:38:04:4E:89,04:D4:C4:40:ED:48,04:D4:C4:B5:E5:28,04:D9:F5:12:66:50,04:D9:F5:D9:F4:A0,0A:28:19:84:B7:DF,0C:80:63:03:D2:D6,0C:9D:92:02:8B:20,0C:9D:92:02:8B:40,0C:9D:92:02:8B:4C,0C:9D:92:54:AB:50,10:62:EB:D5:AC:C1,10:62:EB:D5:AC:C3,10:6F:3F:39:48:FE,16:11:32:9D:2B:30,16:11:32:9D:2B:31,16:11:32:9D:30:3A,16:11:32:9D:30:3B,16:11:32:AD:8C:83,16:11:32:B6:7A:7F,16:11:32:B6:7B:24,16:11:32:B6:80:33,16:11:32:B6:85:47,16:11:32:B6:86:00,16:11:32:B6:86:01,16:11:32:B6:87:7C,1C:87:2C:CE:8F:B0,24:4B:FE:E4:03:50,28:ED:E0:C8:39:99,2C:FD:A1:0B:86:30,38:D5:47:1E:82:D4,40:3F:8C:E3:E4:F5,40:9B:CD:A0:2D:18,40:B0:76:34:03:48,40:B0:76:34:03:4C,44:A5:6E:41:9B:BA,44:A5:6E:41:9B:BC,4A:E2:44:27:58:F2,4C:E6:76:22:AE:0C,54:13:79:71:75:B0,60:E3:27:EB:D7:6C,62:70:71:4D:42:59,64:70:02:61:A9:EC,6C:F3:7F:31:F6:E1,6C:F3:7F:31:F6:E2,6C:F3:7F:31:FA:20,6C:F3:7F:31:FA:21,6C:F3:7F:31:FA:22,6C:F3:7F:3A:B7:B0,6C:F3:7F:3A:B7:B1,6C:F3:7F:3A:B7:B2,6C:F3:7F:3A:C1:52,6C:F3:7F:3A:C2:90,6C:F3:7F:3A:C2:91,6C:F3:7F:3A:C2:92,74:DA:38:10:10:60,74:DA:38:D4:E9:80,74:DA:DA:E2:2A:1A,78:D2:94:C5:33:64,84:D8:1B:35:ED:BA,86:2A:FD:78:C5:90,8C:3B:AD:22:02:66,8C:3B:AD:22:02:68,90:9A:4A:09:41:62,90:9A:4A:09:41:63,A2:9A:4A:09:41:64,A2:C9:E3:4B:6C:90,AA:9A:4A:09:41:65,AA:C9:E3:4B:6C:91,B0:6E:BF:3E:C6:B8,B8:27:EB:A2:E0:72,B8:A3:86:57:17:67,C0:C9:E3:4B:6C:9E,C0:C9:E3:4B:6C:9F,D4:5D:64:E0:9F:88,D4:5D:64:E0:9F:8C,D4:5D:64:E1:66:94,D4:EE:07:14:54:72,DA:3B:BF:FC:22:5E,DA:96:F2:A6:23:93,DC:74:A8:FF:5C:8A,DC:FB:02:61:9E:31,DC:FB:02:61:9E:36,F4:28:53:7D:81:EE,F6:28:53:78:81:EE
wlan2,4,7.2,1.52,1.01,1621513554.0125456,,-81.0,-81.0,-71.0,-75.0,-75.0,-71.0,-67.0,-63.0,-77.0,-81.0,,,,,-67.0,-69.0,-69.0,-79.0,-75.0,-49.0,-89.0,,,,,,,-33.0,-39.0,-29.0,-47.0,,,,-65.0,,,,,-73.0,,,,-71.0,,-45.0,,,-77.0,,-87.0,-89.0,,-33.0,-67.0,,,,,,-31.0,,,,,,,,-79.0,-71.0,,-79.0,,,,,,,,-55.0,,-71.0,,-71.0,,,,,,,,-79.0,-77.0,-81.0,-87.0,-83.0,,,-89.0,-89.0,-89.0,,,,,,,-57.0,,,-67.0,,,-61.0,-59.0,-63.0,,-65.0,,-57.0,-65.0,,,,,,,-53.0,,,
wlan0,0,5.98,2.13,1.01,1621508372.484466,,,,-60.0,-61.0,-61.0,,,,,,,-87.0,-89.0,-90.0,-67.0,,,,,-50.0,,,,,,,,-29.0,-42.0,-32.0,-45.0,,,,-66.0,,,,,,,,,-72.0,,-53.0,-77.0,,,,,,,-32.0,-65.0,-69.0,,,,,-27.0,,-43.0,,-46.0,,,,,,-71.0,,,,,,,,,-51.0,-64.0,-58.0,-77.0,-68.0,,,,,-70.0,,,-70.0,-68.0,,,,,,,,,,,,,,-56.0,,,,,,-74.0,,-64.0,,,-63.0,-74.0,-64.0,-60.0,-83.0,,,,,,-50.0,-66.0,,
wlan0,1,5.98,2.13,1.01,1621508376.5575573,,,,,,-61.0,,-61.0,,-60.0,,,-90.0,-89.0,-89.0,,,,,,-49.0,,,,,,,,-34.0,-37.0,-67.0,-49.0,,,,-62.0,,,,,,,,,-73.0,,-53.0,-77.0,,-69.0,,,,,-29.0,-70.0,-71.0,,,,,-33.0,-46.0,-37.0,,,-57.0,,,,,-72.0,,,,,,,,,-50.0,-65.0,,-73.0,,,,,,-70.0,,,-70.0,,,,,,,,,,-81.0,,-86.0,-85.0,,,,-72.0,-81.0,,-81.0,-74.0,,-64.0,,,-60.0,-74.0,-64.0,-56.0,,-86.0,,,,,-65.0,-65.0,,
wlan0,2,5.98,2.13,1.01,1621508380.8022006,,,,,,-61.0,,-61.0,,-60.0,,,-85.0,-85.0,-84.0,,,,,,-52.0,,,,,,,,-33.0,-35.0,-37.0,-48.0,,,,-57.0,,,,,,,,,-69.0,,-53.0,-78.0,,-69.0,,,,,-28.0,-70.0,-70.0,,,,,-57.0,-46.0,-39.0,-38.0,-48.0,-57.0,,,,,-72.0,,,-72.0,,,,,,-50.0,-62.0,-56.0,-73.0,-58.0,,,,,-70.0,,,-70.0,,,,,,,,,,-81.0,,-86.0,-86.0,,,,-72.0,-81.0,-66.0,-81.0,-74.0,,-64.0,,,-58.0,-74.0,-63.0,-56.0,,-85.0,,,,,-51.0,-65.0,,
wlan0,3,5.98,2.13,1.01,1621508385.0360768,,,,-67.0,-65.0,-65.0,,-61.0,,-60.0,,,-85.0,-84.0,-84.0,-62.0,,,,,-52.0,,,,,,,,-30.0,-39.0,-34.0,-49.0,,,,-57.0,,,,,-60.0,-67.0,-73.0,,-69.0,,-56.0,-77.0,,-69.0,,,,,-28.0,-69.0,-71.0,,,,,-57.0,-46.0,-36.0,-38.0,-48.0,-57.0,,,,,-72.0,,,-72.0,,,,,,-51.0,-62.0,-54.0,-73.0,-54.0,,,,,-70.0,,,-73.0,-68.0,-73.0,,,,,,,,-81.0,,-86.0,-86.0,,,,-73.0,-81.0,-64.0,-81.0,-74.0,,-63.0,,,-58.0,-74.0,-63.0,-54.0,,-84.0,,,,,-49.0,-66.0,,
wlan0,4,5.98,2.13,1.01,1621508389.3229089,,,,-60.0,-59.0,-60.0,,-61.0,-63.0,-60.0,,,-85.0,-84.0,-84.0,-62.0,,,,,-54.0,,,,,,,,-32.0,-36.0,-36.0,-47.0,,,-88.0,-59.0,,,,,-60.0,-67.0,-73.0,,-70.0,,-56.0,-77.0,,-69.0,,,,,-29.0,-61.0,-72.0,,,,,-32.0,-47.0,-36.0,-33.0,-46.0,-57.0,,,,,-72.0,,,-72.0,,,,,,-52.0,-62.0,-51.0,-73.0,-54.0,,,,,-70.0,,,-73.0,-68.0,-71.0,,,,,,,,-81.0,,-88.0,-88.0,,,,-74.0,-80.0,-64.0,-81.0,-74.0,,-63.0,,,-62.0,-72.0,-63.0,-55.0,,-80.0,,,,,-51.0,-66.0,,
wlan1,0,5.98,2.13,1.01,1621508395.9083016,,,,-81.0,-79.0,-81.0,,,,,,-71.0,,,,,-87.0,-83.0,-83.0,-75.0,-59.0,,,,,,,,,-41.0,-41.0,-47.0,,,,-71.0,,,,,-75.0,,,,-77.0,,-57.0,,,,,,-89.0,,-39.0,,,,,,,-41.0,,,,,,,,,,,,,,,,,,,-53.0,,-65.0,,-69.0,,,-89.0,,,,,-75.0,-85.0,-83.0,-89.0,-85.0,-85.0,,,,,,,,,,,,,,,,,,,-89.0,,-65.0,,-73.0,,,,,,,,-69.0,,,
wlan1,1,5.98,2.13,1.01,1621508400.4010296,,,,-81.0,-79.0,-77.0,,,,-81.0,-73.0,-79.0,,,,-75.0,-87.0,-81.0,-85.0,-83.0,-53.0,,,,,,,,-39.0,-41.0,-41.0,-51.0,,,,-65.0,,-77.0,,,-75.0,,,,-65.0,,-65.0,,,,,,-89.0,,-39.0,,,,,,,-41.0,,,,,,,,,,,,,,,,,,,-51.0,,-65.0,,-69.0,,,-91.0,,,,,-83.0,-73.0,-81.0,-87.0,-81.0,-87.0,,,,,,,,,,-67.0,,,,,,,,,-89.0,,-67.0,,-73.0,-69.0,,,-81.0,,,,-69.0,,,
wlan1,2,5.98,2.13,1.01,1621508404.7016973,,,,-81.0,-79.0,-77.0,,,,-81.0,-73.0,-71.0,,,,-75.0,-85.0,-83.0,-83.0,-83.0,-61.0,,,,,,,,-39.0,-41.0,-43.0,-49.0,,,,-65.0,,-77.0,,,-75.0,,,,-85.0,,-65.0,,,,,,-89.0,,-41.0,,,,,,,-41.0,,,,,,,-73.0,,,,,-83.0,-85.0,,,,,,-51.0,,-65.0,,-69.0,,,-91.0,,,,,-75.0,-75.0,-83.0,-89.0,-87.0,-87.0,,,,,,,,,,-67.0,,,,-75.0,,,,,-89.0,,-69.0,,-73.0,-67.0,,,-81.0,,,,-71.0,,,
wlan1,3,5.98,2.13,1.01,1621508409.2090645,,,,-81.0,-79.0,-77.0,,,-85.0,-81.0,-73.0,-79.0,,,,-75.0,-85.0,-83.0,-85.0,-77.0,-63.0,,,,,,,,-39.0,-41.0,-43.0,-49.0,-91.0,,,-65.0,,-77.0,,,-75.0,,,,-67.0,-79.0,-65.0,,,-81.0,,,-89.0,,-41.0,,,,,-81.0,,-41.0,,,,,-71.0,,-73.0,,,,,-83.0,-85.0,,,,,,-51.0,,-65.0,,-69.0,,,-91.0,,,,,-81.0,-75.0,-73.0,-87.0,-83.0,-87.0,,,,,,,,,,-67.0,,,,-75.0,,,,-73.0,-87.0,,-71.0,,-73.0,-67.0,,,-81.0,,,,-69.0,,,
wlan1,4,5.98,2.13,1.01,1621508413.7331884,,,,-81.0,-73.0,-79.0,-79.0,-81.0,-85.0,-77.0,-73.0,-79.0,,,,-75.0,-85.0,-87.0,-87.0,-77.0,-63.0,,,,,-91.0,,,-41.0,-41.0,-43.0,-49.0,-91.0,,,-71.0,,-77.0,,,-75.0,,,,-81.0,-79.0,-65.0,,,-81.0,,,-89.0,,-39.0,,,,,-81.0,,-41.0,,,,,-71.0,,-73.0,,,,,-83.0,-85.0,,,,,,-49.0,,-65.0,,-69.0,,,-91.0,,,,,-75.0,-79.0,-75.0,-87.0,-85.0,-85.0,,,,,,,,,,-69.0,,,,-73.0,,,,-73.0,-91.0,,-69.0,,-73.0,-67.0,,,-79.0,,,,-69.0,,,
wlan2,0,5.98,2.13,1.01,1621508420.3055596,,,,-71.0,,,-73.0,,,,,,,,,-69.0,-73.0,-75.0,-73.0,-85.0,-53.0,,,,,,,,-31.0,-29.0,-29.0,-39.0,,,,-65.0,,,-71.0,,,,,,-73.0,,-43.0,,,,,,,,-21.0,,,,,,-87.0,-31.0,,-29.0,,,-63.0,,,,-65.0,,,,-77.0,,,,,,,,-65.0,,,,,,,,,,-71.0,-63.0,-73.0,-81.0,-81.0,,,,,,-85.0,,,,,,,,,-63.0,,,,-61.0,-77.0,,-63.0,,-59.0,-61.0,,,-77.0,,,,-49.0,,,
wlan2,1,5.98,2.13,1.01,1621508424.7767322,,,,-71.0,-69.0,-69.0,-73.0,,,-83.0,,,,,,-61.0,-71.0,-71.0,-73.0,-77.0,-51.0,,,,,,,,-31.0,-29.0,-29.0,-43.0,,,,-63.0,,,-71.0,,,,,,-73.0,,-45.0,,,,,,,,-21.0,,,,,,-87.0,-31.0,,-29.0,,,-63.0,,,,-65.0,,,,-77.0,,,,,,-59.0,,-65.0,,,,,,,,,,-73.0,-63.0,-73.0,-81.0,-81.0,,,,,,-85.0,,,,,,,,,-63.0,,,,-59.0,-73.0,,-67.0,,-87.0,-61.0,,,-77.0,,,,-51.0,,,
wlan2,2,5.98,2.13,1.01,1621508429.2415342,,,,-71.0,-61.0,-59.0,-73.0,,,-83.0,,,,,,-61.0,-81.0,-71.0,-75.0,-77.0,-49.0,,,,,,,,-33.0,-29.0,-31.0,-43.0,,,,-61.0,,,-71.0,,,,-73.0,,-77.0,,-45.0,,,,,,,,-21.0,,,,,,-81.0,-31.0,,-29.0,,,-63.0,,,-71.0,-65.0,,,,-77.0,,,,,,-59.0,,-65.0,,-63.0,,,,,,,,-73.0,-73.0,-73.0,-83.0,-81.0,-81.0,,,,,-85.0,,,,,,-59.0,,,-63.0,,,,-59.0,-77.0,,-67.0,,-87.0,-61.0,,,-77.0,,,,-51.0,,,
wlan2,3,5.98,2.13,1.01,1621508433.7047093,,,,-71.0,-61.0,-59.0,-73.0,-71.0,,-83.0,,,,,,-69.0,-73.0,-69.0,-71.0,-77.0,-49.0,,,,,,,,-31.0,-29.0,-29.0,-43.0,,,,-57.0,,,-71.0,,-63.0,,-73.0,,-83.0,,-43.0,,,,,,-85.0,,-21.0,,,,,,-79.0,-31.0,,-29.0,,,,,,-71.0,,,,,-77.0,,,,,,-59.0,,-65.0,,-63.0,,,,,,,,-73.0,-73.0,-73.0,-81.0,-83.0,-83.0,,,,,-85.0,,,,,,-59.0,,,-63.0,,,,-59.0,-73.0,,-63.0,,-87.0,-61.0,,,,,,,-57.0,,,
wlan2,4,5.98,2.13,1.01,1621508438.1890516,,,,-69.0,-71.0,-67.0,-73.0,-71.0,,-83.0,,,,,,-69.0,-75.0,-75.0,-71.0,-81.0,-55.0,,,,,,,,-31.0,-29.0,-31.0,-39.0,,,,-57.0,,,-71.0,,-63.0,,-73.0,,-75.0,,-43.0,,,,,,-85.0,,-21.0,,,,,,-81.0,-31.0,,-29.0,,,-63.0,,,-71.0,-63.0,,,,-77.0,,,,,,-57.0,,-59.0,,-63.0,,,,,-69.0,,,-73.0,-71.0,-73.0,-79.0,-79.0,-83.0,,-79.0,,,-85.0,,,,,,-59.0,,,-63.0,,,,-59.0,-73.0,,-63.0,,-87.0,-61.0,,,,,,,-49.0,,,
wlan0,0,7.2,2.74,1.01,1621511930.507476,,,,,,-64.0,,-66.0,,,,,,,,,,,,-72.0,-44.0,,,,,,,,-31.0,-40.0,-33.0,-40.0,,,,-56.0,,,,,,,,,,,-62.0,-74.0,,,,,,,-24.0,,-71.0,,,,,,,-40.0,-46.0,-40.0,-53.0,,,,,,,,,,,-88.0,,,-50.0,-61.0,-58.0,-70.0,-55.0,,,,,,,,,-68.0,,,,,,,,,,,,,,-48.0,,,,-59.0,,,,-64.0,,,-58.0,,-64.0,-64.0,,-87.0,,-87.0,,,-53.0,-66.0,,
wlan0,1,7.2,2.74,1.01,1621511934.6642127,,,,,,-64.0,-66.0,-65.0,-65.0,,,,,,,-58.0,,,,-70.0,-48.0,,,,,,,,-36.0,-40.0,-33.0,-36.0,,,,-54.0,,,,,,,,-87.0,,,-59.0,-74.0,,-64.0,,,,,-24.0,,-70.0,,,,,-33.0,-47.0,-40.0,-46.0,-40.0,-55.0,,,,,,,,,,,-87.0,,,-53.0,-62.0,-58.0,-70.0,-55.0,,,,,-70.0,,,,-68.0,,,,,,,,,,,,-85.0,,-48.0,,,,-60.0,,,,-64.0,,,-57.0,,-58.0,-55.0,,-86.0,,-87.0,,,-51.0,-66.0,-83.0,-83.0
wlan0,2,7.2,2.74,1.01,1621511938.868066,,,,,,-64.0,-66.0,-65.0,-65.0,-68.0,,-62.0,,,,-58.0,,,,-71.0,-46.0,,,,,,,,-31.0,-40.0,-33.0,-42.0,,,,-53.0,,,,,,-62.0,,-87.0,,,-53.0,-75.0,,-64.0,,,,,-28.0,,-71.0,,,,,-55.0,-49.0,-40.0,-46.0,-40.0,-55.0,,,,,-74.0,,,,,,-89.0,,,-53.0,-61.0,-59.0,-70.0,-55.0,,,,,-70.0,,,,-68.0,,,,-72.0,,,,,,,,-84.0,-71.0,-48.0,,-75.0,-77.0,-60.0,,-69.0,,-64.0,,,-58.0,-70.0,-61.0,-55.0,-75.0,-86.0,,-87.0,,,-51.0,-66.0,-83.0,-83.0
wlan0,3,7.2,2.74,1.01,1621511947.0014498,,,,,,-66.0,-64.0,-63.0,-65.0,-66.0,,-62.0,-86.0,-85.0,-86.0,-57.0,,,,-70.0,-47.0,,,,,,,,-36.0,-40.0,-33.0,-37.0,,,,-53.0,,,,,,-62.0,,-87.0,,,-55.0,-74.0,,-64.0,,,,,-22.0,,-70.0,,,,,-35.0,-51.0,-39.0,-46.0,-41.0,-51.0,,,,,-75.0,,,,,,-89.0,,,-52.0,-62.0,-60.0,-70.0,-56.0,,,,,-70.0,,,,-68.0,-70.0,,,-72.0,,,,,,,,-84.0,-74.0,-48.0,-63.0,-75.0,-77.0,-59.0,,-70.0,,-64.0,,,-63.0,-70.0,-64.0,-52.0,-75.0,-86.0,,-88.0,,,-51.0,-65.0,-84.0,-85.0
wlan1,0,7.2,2.74,1.01,1621511953.5872555,,,,,-73.0,-69.0,,,-73.0,,,-79.0,,,,-67.0,-79.0,-79.0,-79.0,-89.0,-61.0,,,,,,,,-39.0,,-43.0,-47.0,,,,,,,,,,,,,-83.0,-83.0,-61.0,,,,,,-87.0,,-39.0,,,,,,,,,-43.0,,,,,,,,,-79.0,,,,,,,,-53.0,,-69.0,,-75.0,,,,,,,,-83.0,-85.0,-81.0,,,,,,,,,,,,,,,,,,,,,,-75.0,,-75.0,,-67.0,,,,-83.0,,,,-65.0,,,
wlan1,1,7.2,2.74,1.01,1621511958.08546,,,,-89.0,-89.0,-83.0,,,-73.0,,,-79.0,,,,-67.0,-79.0,-71.0,-71.0,-89.0,-49.0,,,,,,,,-39.0,-45.0,-41.0,-49.0,,,,,,,,,,,,,-81.0,-83.0,-59.0,,,,,,-87.0,,-39.0,,,,,,,,,-43.0,,,,,,,,,-79.0,,,,,,,,-53.0,,-69.0,,-75.0,,,,,,,,-81.0,-75.0,-83.0,,,,,,,-89.0,,,,,,,-75.0,,,,,,-71.0,,-79.0,,-77.0,,-65.0,,,,-83.0,,,,-65.0,,,
wlan1,2,7.2,2.74,1.01,1621511962.5404449,,,,-85.0,-89.0,-83.0,,,-73.0,,,-79.0,,,,-67.0,-79.0,-71.0,-77.0,-89.0,-61.0,,,,,,,,-39.0,-45.0,-41.0,-49.0,,,,-63.0,,,,,,,,,-85.0,-83.0,-73.0,,,-79.0,,,-87.0,,-57.0,,,,,,,-37.0,,-43.0,,,,,,,,,-79.0,,,,,,,,-55.0,,-69.0,,-73.0,,,,,,,,-81.0,-83.0,-79.0,,,,,,,-89.0,,,,,,-73.0,-75.0,,,,,,-79.0,-73.0,-81.0,,-71.0,,-73.0,,,,-83.0,,,,-65.0,,,
wlan1,3,7.2,2.74,1.01,1621511967.0284214,,,,-85.0,-89.0,-73.0,-75.0,,-73.0,,,-79.0,,,,-65.0,-79.0,-71.0,-77.0,-87.0,-47.0,,,,,,,-85.0,-39.0,-43.0,-41.0,-49.0,,,,-71.0,,,,,,,,,-83.0,-83.0,-73.0,,,-79.0,,,-85.0,,-39.0,,,,,,,-37.0,,-45.0,,,,,,,-77.0,,-79.0,,,,,,,,-55.0,,-67.0,,-73.0,,,,,,,,-81.0,-81.0,-75.0,,,,,,,-89.0,,,,,,-73.0,-75.0,,,,,,-79.0,-73.0,-81.0,,-75.0,,-73.0,-67.0,,,-83.0,,,,-65.0,,,
wlan1,4,7.2,2.74,1.01,1621511971.5644922,-83.0,-79.0,-83.0,-85.0,-89.0,-73.0,-75.0,-77.0,-73.0,,,-77.0,,,,-67.0,,-71.0,-77.0,-85.0,-59.0,,,,,,,-85.0,-39.0,-43.0,-41.0,-47.0,,,,-71.0,,,,,,-79.0,,,-83.0,-89.0,-73.0,,,-79.0,,,-89.0,,-41.0,-77.0,,,,,,-37.0,,-45.0,,,,,,,-77.0,,-79.0,,,,,,,,-53.0,,-67.0,,-73.0,,,,,,,,-85.0,-83.0,-83.0,,,,,-93.0,,-89.0,,,,,,-73.0,-75.0,,,,,,-73.0,-73.0,-81.0,,-71.0,,-71.0,-67.0,,,-81.0,,,,-65.0,,,
wlan2,0,7.2,2.74,1.01,1621511978.1147795,-77.0,-75.0,-77.0,,,-77.0,-65.0,,,,,,,,,-59.0,-79.0,,,-73.0,,,-83.0,,-83.0,,,,,,-31.0,-37.0,,,,-47.0,,,-81.0,,,,,,-75.0,,-47.0,,,-79.0,,,-87.0,,-23.0,,,,,,,,,,,,-57.0,,,,,,,,,,,,,,-47.0,,-63.0,,,,,,,-65.0,,,-79.0,-79.0,-79.0,,,,,,,,,,,,,-65.0,,,,,,,,,,,-71.0,,,,,,,,,,,,,
wlan2,1,7.2,2.74,1.01,1621511982.557627,-77.0,-75.0,-77.0,,,-77.0,-65.0,,,,,,,,,-59.0,-65.0,,,-75.0,,,-83.0,-89.0,-89.0,,,,,-39.0,-29.0,-37.0,,,,-61.0,,,-81.0,,,,,,-75.0,,-47.0,,,-79.0,,,-79.0,,-25.0,,,,,,,,,-39.0,,,-45.0,,,,,,-71.0,,,,,,,,-35.0,,-63.0,,,,,,,-65.0,,,-81.0,-81.0,-81.0,,,,,,,,,,,,,-65.0,,,,-63.0,,,-69.0,-61.0,-65.0,,-65.0,,-61.0,,,,,,,,-63.0,,,
wlan2,2,7.2,2.74,1.01,1621511987.0928702,-77.0,-75.0,-77.0,,,-77.0,-65.0,,,,,,,,,-69.0,-73.0,,-65.0,-71.0,,,-83.0,-89.0,-87.0,,,,,-39.0,-47.0,-39.0,,,,-61.0,,,-79.0,,,,,,-75.0,,-47.0,,,-77.0,,,-85.0,,-23.0,,,,,,,-31.0,,-39.0,,,-45.0,,,,,,-71.0,,,,,,,,-35.0,,-63.0,,,,,-87.0,,-65.0,,,-81.0,-79.0,-79.0,,,,,,,,,,,,,-65.0,-65.0,,,-63.0,,,-69.0,-61.0,-65.0,,-71.0,,-61.0,,,,,,,,-63.0,,,
wlan2,3,7.2,2.74,1.01,1621511991.5863974,-85.0,-75.0,-77.0,,,-77.0,-65.0,,,,,,,,,-69.0,-73.0,,-65.0,-71.0,-57.0,,-85.0,-81.0,-87.0,,,,-31.0,-39.0,-31.0,-37.0,,,,-61.0,,,-79.0,-85.0,,,,,-79.0,,-47.0,,,-77.0,,-83.0,-87.0,,-25.0,,,,,,,-31.0,,-39.0,,,-45.0,,,,-63.0,,-75.0,,,,,,,,-49.0,,-63.0,,,,,-91.0,,-65.0,,,-81.0,-81.0,-81.0,,-85.0,,,,,,,,,,,-65.0,-65.0,,,-69.0,,,-69.0,-61.0,-67.0,,-65.0,,-59.0,,,,,,,,-63.0,,,
wlan2,4,7.2,2.74,1.01,1621511996.0613668,-85.0,-75.0,-77.0,,-75.0,-73.0,-71.0,,,,,,,,,-61.0,-73.0,,-65.0,-81.0,-57.0,-85.0,-85.0,-83.0,-87.0,,,,-29.0,-39.0,-29.0,-37.0,,,,-61.0,,,-79.0,-85.0,,,,,-75.0,,-45.0,,,-77.0,,-81.0,-83.0,,-23.0,,,,,,,-31.0,,-39.0,,,-45.0,,,,-65.0,,-75.0,,,,,,,,-47.0,,-63.0,,-65.0,,,-87.0,,-65.0,,,-81.0,-81.0,-79.0,,-85.0,,,,,,,,,,,-65.0,-65.0,,,-69.0,,,-69.0,-61.0,-65.0,,-69.0,,-59.0,,,,-73.0,,,,-63.0,,,
wlan0,0,7.2,3.96,1.01,1621506806.6081686,,,,,,,,,,-57.0,-57.0,-58.0,,,,-65.0,,,,,-40.0,,,,,,,,-58.0,-39.0,-30.0,-39.0,,,,-53.0,,,,,-58.0,,,,,,-57.0,-72.0,,,,,,,-29.0,-64.0,-77.0,,,,,,-46.0,-42.0,,-43.0,-53.0,,,,,-72.0,,,,,,-87.0,,,-51.0,-66.0,-58.0,-69.0,-58.0,,,,,,,,,,,,-72.0,,,,,,,,,,,,,,-74.0,,-74.0,-74.0,,,,,-62.0,-70.0,,-48.0,-71.0,,,,,,-52.0,-65.0,,
wlan0,1,7.2,3.96,1.01,1621506810.843223,,,,,,,-65.0,-65.0,-64.0,-57.0,-57.0,-58.0,,,,-65.0,,,,,-39.0,,,,,,,,-31.0,-39.0,-66.0,-39.0,,,,-49.0,,,,,-58.0,,,,-66.0,,-55.0,-72.0,,,,,,,-31.0,-62.0,-77.0,,,,,-32.0,-42.0,-39.0,-44.0,-43.0,-53.0,,,,,-72.0,,,,,,-87.0,,,-50.0,-66.0,-57.0,-69.0,-61.0,,,,,,,,,,,,-72.0,,,,,,,,-83.0,-84.0,,-52.0,,,-73.0,,-74.0,-70.0,,,,,-59.0,-71.0,-63.0,-55.0,-71.0,,,,,,-50.0,-64.0,,
wlan0,2,7.2,3.96,1.01,1621506815.0285685,,,,,-61.0,-61.0,-65.0,-65.0,-64.0,-60.0,-62.0,-60.0,,,,,,,,,-41.0,,,,,,,,-32.0,-38.0,-35.0,-41.0,,,-87.0,-56.0,,,,,-54.0,,,,-70.0,,-56.0,-71.0,,,,,,,-30.0,-68.0,-78.0,,,,,-31.0,-42.0,-38.0,-44.0,-43.0,-53.0,,,,,,,,,,,,,,-45.0,-66.0,-57.0,-69.0,-61.0,,,,,,,,,,,,,,,,,,,,-83.0,-84.0,,-52.0,,-71.0,-74.0,-66.0,-74.0,-70.0,,,,,-59.0,-70.0,-63.0,-54.0,,,,,,,-50.0,-64.0,,
wlan0,3,7.2,3.96,1.01,1621506819.2855065,,,,,-61.0,-61.0,-65.0,-65.0,-64.0,-60.0,-63.0,-60.0,,,,-65.0,,,,,-40.0,,,,,,,,-31.0,-36.0,-30.0,-40.0,,,-88.0,-58.0,,,,,-54.0,,,,-69.0,,-54.0,-72.0,,,,,,,-31.0,-65.0,-79.0,,,,,-58.0,-42.0,-38.0,-44.0,-43.0,-53.0,,,,,,,,,,,,,,-53.0,-66.0,-57.0,-69.0,-61.0,,,,,,,,,,,,,,,,,,,,-83.0,-88.0,,-52.0,,-74.0,-73.0,-66.0,-74.0,-70.0,,-57.0,,,-59.0,-70.0,-63.0,-52.0,,,,,,,-49.0,-65.0,,
wlan0,4,7.2,3.96,1.01,1621506823.519337,,,,,-61.0,-61.0,-65.0,-65.0,-64.0,-59.0,-58.0,-60.0,,,,-63.0,,,,,-39.0,,,,,,,,-37.0,-38.0,-29.0,-41.0,,,-88.0,-57.0,,,,,-53.0,,,,-69.0,,-55.0,-72.0,,,,,,,-30.0,-62.0,-79.0,,,,,-32.0,-42.0,-38.0,-44.0,-43.0,-53.0,,,,,,,,,,,,,,-54.0,-66.0,-57.0,-69.0,-54.0,,,,,,,,,-68.0,-68.0,,,,,,,,,,-83.0,-88.0,,-52.0,,-74.0,-74.0,-61.0,-73.0,-71.0,,-57.0,,,-54.0,-71.0,-63.0,-54.0,,,,,,,-49.0,-65.0,,
